cand_id,last_name,first_name,twitterbirth,twitter,facebookdate,facebook,facebookjan,youtubebirth,youtube,cand_ici,cand_pty_affiliation,ttl_receipts,trans_from_auth,ttl_disb,trans_to_auth,coh_bop,coh_cop,cand_contrib,cand_loans,other_loans,cand_loan_repay,other_loan_repay,debts_owed_by,ttl_indiv_contrib,other_pol_cmte_contrib,pol_pty_contrib,indiv_refunds,cmte_refunds,opp_fund,age,gender,gen_election
H0DC00199,SMITH,MARJORIE (MISSY) REILLY,NA,0,NA,0,0,NA,0,C,REP,74726.172,0,74452.469,0,0,273.70001,0,2400,2000,2400,2000,0,67505.242,500,0,493.98999,0,425600,NA,NA,L
H0PA05060,PIPE,MICHAEL,NA,0,NA,0,0,NA,0,C,DEM,26394.35,0,19737.18,0,0,6839.8999,936.03003,0,0,0,0,0,15391.09,8500,1567.23,0,0,1070977.6,50,M,L
H0MP03018,CAMACHO,JOSEPH JAMES NORITA,NA,0,NA,0,0,NA,0,C,OTH,72194.25,0,69192.023,0,0,2402.01,722,0,0,0,0,0,70065.867,0,0,0,0,148453.39,NA,NA,L
H0MI15062,STEELE,ROBERT L,NA,0,NA,0,0,NA,0,C,REP,1133250.3,0,1133250.3,0,0,0,4800,109500,0,73321.539,0,36198.461,954678.56,57125,1750,1150,0,1960194.8,83,M,L
H0CT01076,BRICKLEY,ANN,NA,0,NA,0,0,NA,0,C,REP,314096.88,0,313854.5,0,0,242.38,0,216751.89,0,2000,0,214751.89,90654,6350,0,0,0,2411842.5,61,M,L
H6MD06121,DUCK,ANDREW JAMES,NA,0,NA,0,0,NA,0,C,DEM,45905.371,0,45905.371,0,0,0,0,0,0,0,0,0,43330.371,2575,0,1104.12,0,334112.78,83,M,L
H0MN03090,MEFFERT,JAMES A,NA,0,NA,0,0,NA,0,C,DFL,529369.31,0,529268.5,0,0,100.76,4400,0,0,0,0,0,445074.81,72000,4000,100,0,2707814.3,44,M,L
H0TN05119,MILLER,JACQUELINE MARIE,NA,0,NA,0,0,NA,0,C,IND,6337.0698,0,6337,0,0,0,2269,0,0,0,0,0,4068,0,0,0,0,1410067.3,55,M,L
H0NC00012,KENNEDY,WILLIAM B JR,NA,0,NA,0,0,NA,0,C,DEM,332360.56,0,322139.88,0,0,10220.67,28699.85,4800,0,0,0,4800,293176.88,4450,300,2925,0,853579.19,66,F,L
H8NY22102,PHILLIPS,GEORGE K,NA,0,NA,0,0,NA,0,C,REP,607384.31,0,606382.13,0,-285.79999,716.13,0,0,0,0,0,0,514134.34,93250,0,0,0,1161666.8,71,M,L
H0VA06028,BAIN,STUART MATTHEW,NA,0,NA,0,0,NA,0,C,LIB,12509,0,12509,0,0,0,0,0,0,0,0,0,11664,0,845,0,0,1020418,57,M,L
H0KS02154,HUDSPETH,CHERYL,NA,0,NA,0,0,NA,0,C,DEM,29209,0,29619,0,0,0,13319,9765,0,15665,0,0,3924,1500,700,520,0,1471057.1,46,F,L
H0KY04109,WALTZ,JOHN WILLIAM,NA,0,NA,0,0,NA,0,C,DEM,444682.41,0,412046.31,0,0,32636.09,0,0,0,0,0,0,420756.13,20925,3000,2600,0,1676564.1,51,M,L
H4CA50055,BUSBY,FRANCINE P,NA,0,NA,0,0,NA,0,C,DEM,615606.5,0,582138.56,0,0,33467.93,0,5000,0,5000,0,1500,593194.5,8000,0,0,0,1207757,58,M,L
H0NJ05125,THEISE,TOD,NA,0,NA,0,0,NA,0,C,DEM,25724,0,22939.699,0,0,467,1145,0,0,0,0,0,24078,0,500,0,0,1757864.8,50,M,L
H0TN05101,COLLINGS,STEPHEN WILLIAM,NA,0,NA,0,0,NA,0,C,LIB,86,0,47,0,0,38,56,0,0,0,0,0,30,0,0,0,0,1416318.4,55,M,L
H0VA10137,BARNETT,JEFFERY ROBERT,NA,0,NA,0,0,NA,0,C,DEM,606229,0,581364.06,0,0,24779.9,50091.352,2.00E+05,0,0,0,2.00E+05,325448.41,30224.381,0,200,0,1375849.9,70,M,L
H0TX25073,CAMPBELL,DONNA DR.,8/26/09,1,10/2/11,0,0,NA,0,C,REP,800229.13,4000,765730.44,0,0,34498.691,0,49634.18,0,34455.84,0,19208.08,712833.56,31581.699,1200,6620,500,1200342.4,63,M,L
H4PA16051,HERR,LOIS K,NA,0,NA,0,0,NA,0,C,DEM,409695.5,0,373301.16,0,0,36394.34,4772.7998,25000,0,0,0,25000,324892.41,55022.891,0,0,0,759217.5,70,M,L
H8CA44091,HEDRICK,WILLIAM EUGENE,NA,0,NA,0,0,NA,0,C,DEM,546700.88,0,561785.81,0,20976.551,6591.5601,0,0,0,0,0,40733.719,414188.59,127612.76,4800,0,4500,1663591.6,56,M,L
H4TN02035,SAMPLES,WILLIAM GREGORY,NA,0,NA,0,0,NA,0,C,IND,82,0,82,0,0,0,62,0,0,0,0,0,20,0,0,0,0,566843.75,62,M,L
H8MS01129,PANG,WALLY,NA,0,NA,0,0,NA,0,C,IND,0,0,6900,0,6900,0,0,0,0,0,0,0,0,0,0,0,0,3614447,51,M,L
H0CA51036,POPADITCH,NICHOLAS ALLEN,NA,0,NA,0,0,NA,0,C,REP,366748.88,0,361013.41,0,0,5734.6201,0,0,0,0,0,0,336948.88,29800,0,4750,0,943215.63,67,M,L
H0FL00023,KRAUSE,JOHN E,NA,0,NA,0,0,NA,0,C,REP,38631.051,0,38631.051,0,0,0,0,11456.13,0,911.33002,0,10544.8,27011.34,0,0,0,0,579076.88,50,M,L
H0WV03128,MAYNARD,ELLIOTT EDWARD,NA,0,NA,0,0,NA,0,C,REP,1030436.3,0,1026196.7,0,0,4238.8901,0,0,0,0,0,0,949182.88,81250,0,60000,0,1261182,60,M,L
H0NJ12162,SIPPRELLE,SCOTT,NA,0,NA,0,0,NA,0,C,REP,2105553,0,2103571.3,0,0,1981.9301,1.00E+06,475000,0,0,0,482750,612733.81,15400,1000,3600,0,2616604,61,M,L
H0MI13414,HAULER,JOHN RAYMOND,NA,0,NA,0,0,NA,0,C,REP,33160.371,0,16854.93,0,0,16305.44,100,11000,0,0,0,22219.07,22060,0,0,400,0,634548.94,64,F,L
H0WI06152,KALLAS,JOSEPH C,NA,0,NA,0,0,NA,0,C,DEM,6940.5298,0,7306.9102,0,290,-56.380001,0,0,0,0,0,0,4397.6699,992.85999,1550,0,0,737018.75,69,M,L
H0ME02059,LEVESQUE,JASON JOHN,NA,0,NA,0,0,NA,0,C,REP,542625.75,0,529782.75,0,0,12843.01,22721.279,46000,0,0,0,67400,458867.91,15035.55,0,0,0,1044371.9,54,M,L
H0PA02075,HELLBERG,RICK,NA,0,NA,0,0,NA,0,C,REP,15434.37,0,15099,0,0,0,334,0,0,0,0,0,8049,6750,300,0,0,458054.94,53,M,L
H0CA18050,BERRYHILL,MICHAEL CLARE SR,NA,0,NA,0,0,NA,0,C,REP,930355,0,929661.63,0,0,50.869999,0,759500,0,590000,0,169500,158305.02,7550,5000,0,0,1180308.5,50,M,L
H0NC13015,RANDALL,WILLIAM ALFRED MR. II,NA,0,NA,0,0,NA,0,C,REP,213448.58,1060.76,211054.73,0,0,2393.8501,0,13000,0,13000,0,42621.5,187869.67,7400,2900,305,0,930350.81,56,M,L
H0VA07075,BAYNE,FLOYD,NA,0,NA,0,0,NA,0,C,OTH,19685,0,19970,0,0,0,100,1682,0,1682,0,0,18188,0,0,0,0,6103893,46,M,L
H0SC02046,BEAMAN,MARC ALAN,NA,0,NA,0,0,NA,0,C,CON,76223,0,75142,0,0,1081,12639,0,0,0,0,0,63584,0,0,0,0,7873663.5,62,M,L
H8CA17089,TAYLOR,JEFFREY E,NA,0,NA,0,0,NA,0,C,REP,183520.34,0,176754.19,0,5358.1602,12124.33,0,148286.25,0,0,0,263562.28,33816.102,50,0,0,0,704176.75,68,M,L
H0MN06127,CLARK,TARRYL LYNN,NA,0,NA,0,0,NA,0,C,DFL,4719969.5,37578.359,4692865,1057.84,0,27104.43,0,0,0,0,0,0,4276035,355327.63,4900,5340,0,13572720,53,F,L
H0OR03117,LAWRENCE,JEFFREY T,NA,0,NA,0,0,NA,0,C,LIB,27125,0,23356,0,0,3768,14490,10000,0,0,0,10000,2609,10,0,0,0,1421909.8,61,M,L
H0MI12127,VOLARIC,DONALD CECIL,NA,0,NA,0,0,NA,0,C,REP,62174.238,0,57382.781,0,0,4791.46,0,10870,0,0,0,36640.352,51304.238,0,0,0,0,2345154.8,78,M,L
H0MA02089,WESLEY,TOM,NA,0,NA,0,0,NA,0,C,REP,190098.75,0,184808.89,0,0,5289.8599,492,38398,0,13171.46,0,25226.539,150033.75,1150,25,2250,0,2273404.5,60,M,L
H8MN06088,ANDERSON,BOB,NA,0,NA,0,0,NA,0,C,OTH,440,0,557,0,0,7,340,0,0,0,0,0,100,0,0,0,0,18292250,53,F,L
H0MD02149,CARDARELLI,MARCELO GABRIEL,NA,0,NA,0,0,NA,0,C,REP,223114.55,0,223114.69,0,0,0,29344.539,110000,1000,20000,1000,90000,75770,7000,0,0,0,1137058.1,63,M,L
H6MA09131,DUNKELBARGER,PHILIP L,NA,0,NA,0,0,NA,0,C,UNK,13285,0,10544.75,0,438.51001,3178.76,8040,0,0,0,0,0,5245,0,0,0,0,1026590.3,54,M,L
H0NY27066,ROBERTO,LEONARD A,NA,0,NA,0,0,NA,0,C,REP,149995.77,0,149734.89,0,0,260.88,150,49790,9700,0,5800,53690,81879.75,1250,0,0,0,1115607.9,50,M,L
H0MN01052,JOHNSON,LARS ALLEN,NA,0,NA,0,0,NA,0,C,NNE,9297.7305,0,8214.5098,0,0,583.65997,792.72998,0,0,0,0,2100,8005,0,0,0,0,3128422,45,M,L
H0MA03046,LAMB,MARTIN A,NA,0,NA,0,0,NA,0,C,REP,129236.51,0,113805.41,0,0,15431.1,0,27200,0,8500,0,18700,95261.508,6775,0,0,0,1842219.5,50,M,L
H6TX10106,ANKRUM,GEORGE THEODORE,NA,0,NA,0,0,NA,0,C,DEM,23314.24,0,20140.891,0,0,0,0,3555.46,0,0,0,3555.46,19599.211,0,159.57001,0,0,2124577.3,47,M,L
H8IL18084,SCHAFER,SHELDON,NA,0,NA,0,0,NA,0,C,GRE,4055,0,4059,0,108,105,200,0,0,0,0,0,3852,0,0,0,0,2546668,28,M,L
H0MA05066,GOLNIK,JONATHAN A,NA,0,NA,0,0,NA,0,C,REP,401986,0,388775.81,0,0,13210.19,33000,105000,0,0,0,105000,260686.02,2500,0,0,0,1970180.8,63,F,L
H0NC03107,HOLLOMAN,DARRYL ALAN,NA,0,NA,0,0,NA,0,C,LIB,355.04999,0,237.56,0,0,117.49,255.05,0,0,0,0,0,100,0,0,0,0,682944.94,66,M,L
H0AL03184,SEGREST,STEPHEN GRAHAM,NA,0,NA,0,0,NA,0,C,DEM,8750,0,8750,0,0,0,0,0,0,0,0,0,3650,5000,100,0,0,1141732.4,51,M,L
H4AS00036,AUMUA,AMATA,NA,0,NA,0,0,NA,0,C,REP,50345.199,0,48434.309,0,1.65,1566.54,0,0,0,0,0,0,50345.199,0,0,0,0,65510.004,NA,NA,L
H0PA17065,ARGALL,DAVID G,2/23/10,1,11/9/12,0,0,NA,0,C,REP,374726.34,0,374726.34,612.03003,0,0,2000,0,0,0,0,0,309462,57259.602,6000,100,0,1363850.5,52,M,L
H0VA02068,SMITH,CHUCK,NA,0,NA,0,0,NA,0,C,REP,91136.07,0,81967.25,0,148,9316.8203,0,0,0,0,0,0,82379.07,2750,5507,0,0,449343.25,62,M,L
H8NC04074,LAWSON,WILLIAM T MR. JR.,NA,0,NA,0,0,NA,0,C,REP,472913.88,0,474716.28,0,2454.53,652.12,0,20000,0,0,0,20000,435223.31,9524.71,2293.9099,470,0,994557.25,69,M,L
H8MN06070,IMMELMAN,AUBREY,NA,0,NA,0,0,NA,0,C,IND,4470,0,952,0,337,0,200,3800,0,0,0,0,470,0,0,0,0,18288220,53,F,L
H4IL15055,GILL,DAVID MICHAEL,NA,0,NA,0,0,NA,0,C,DEM,145098.56,3052.8799,142416.89,0,200,2881.6699,37.5,0,0,0,0,0,130048.27,9120,500,0,0,342063.47,63,M,L
H0FL18165,BANCIELLA,ROLANDO A,NA,0,NA,0,0,NA,0,C,DEM,11019,0,10742,0,0,277,19,11000,0,0,0,11000,0,0,0,0,0,1668779.1,57,F,L
H0NY15111,FAULKNER,MICHEL,NA,0,NA,0,0,NA,0,C,REP,223118.66,0,221289.45,0,0,2829.2,250,0,0,0,0,3000,204113.91,14851.75,3000,900,0,2937508.8,79,M,L
H0MP00014,BABAUTA,JUAN NEKAI,NA,0,NA,0,0,NA,0,C,REP,24159,0,21766,0,0,22.959999,0,20039,0,20039,0,0,4120,0,0,0,0,196488.64,NA,NA,L
H0MI14222,UKRAINEC,DONALD WILLIAM,NA,0,NA,0,0,NA,0,C,REP,17649,0,17649,0,0,0,0,9750,0,1143.45,0,0,7699,100,0,0,0,1137009.9,80,M,L
H0FL19072,BUDD,JOSEPH E,NA,0,NA,0,0,NA,0,C,UNK,86340.211,0,86440.211,0,0,0,6490,12500,6600,579.59998,6600,0,59532.031,0,0,0,0,2002626,48,M,L
H0VA01151,BALL,KRYSTAL MARIE,NA,0,NA,0,0,NA,0,C,DEM,1094183.3,0,1086494.1,0,0,7689.2002,1705,369099.78,0,38312.762,0,335787.03,682672.5,35496.629,4900,18732.5,0,1292243,50,M,L
H0OH02048,YALAMANCHILI,SURYA,NA,0,NA,0,0,NA,0,C,DEM,253348.39,0,253031.06,0,0,317.32999,0,0,0,0,0,0,253348.39,0,0,0,0,1089185.1,58,F,L
H0FL20088,KUNST,ROBERT,NA,0,NA,0,0,NA,0,C,NNE,9848,0,8569,0,0,1279,0,8000,0,0,0,8000,1848,0,0,0,0,2581732,43,F,L
H0OH04069,LITT,DOUGLAS ALAN,NA,0,NA,0,0,NA,0,C,DEM,8230,0,8227,0,0,0,95,0,0,0,0,0,610,5000,2525,0,0,850291.56,45,M,L
H0GA13032,CRANE,MICHAEL ROBERT,NA,0,NA,0,0,NA,0,C,REP,147199.27,0,143213.66,0,0,5667.6699,0,49008.66,0,0,0,49008.66,93790.609,2000,2400,350,0,862261.75,63,M,L
H0IN09138,KNOTT,GREG S,NA,0,NA,0,0,NA,0,C,LIB,6093,0,5875,0,0,218,50,5153,0,0,0,0,890,0,0,0,0,4137300.5,56,M,L
H8OK03047,ROBBINS,FRANKIE LEE,NA,0,NA,0,0,NA,0,C,DEM,1975.17,0,2006.29,0,52.349998,21.129999,487,1300,0,0,0,26038.289,0,0,0,0,0,1024225.4,49,M,L
H0TN05283,TAYLOR,THOMAS CLARK,NA,0,1/27/11,0,1,NA,0,C,IND,781,0,781,0,475,0,0,0,0,0,0,0,475,0,0,0,0,1415623.4,55,M,L
H0VA07083,WAUGH,RICKARD ELIAN JR,NA,0,NA,0,0,NA,0,C,DEM,148868.55,0,148348.73,0,0,519.79999,0,0,0,0,0,600,136594.16,11185.59,360,240,0,5974709.5,46,M,L
H0VA06036,VANKE,JEFFREY W,NA,0,NA,0,0,NA,0,C,IND,13691,0,13475,0,0,215,1014,2194,0,2193,0,0,9076,1016,360,0,0,1019236,57,M,L
H0CA27101,REED,MARK STEVEN SR,NA,0,NA,0,0,NA,0,C,REP,112836.83,0,107133.9,0,0,3469.9299,0,0,0,0,0,0,107377.49,0,300,1820,0,1743592.4,55,M,L
H0IL03075,BENDAS,MICHAEL A,NA,0,NA,0,0,NA,0,C,REP,28807,0,39962,0,3390,477,0,3000,0,0,0,3000,25750,0,0,0,0,752198.75,43,M,L
H0FL04108,STANLEY,TROY DWAYNE,NA,0,NA,0,0,NA,0,C,REP,15778.83,0,15675.09,0,10,113.74,1394.65,0,0,0,0,0,14383.48,0,0,180,0,554327.38,65,M,L
H0NV02191,PRICE,NANCY,NA,0,NA,0,0,NA,0,C,DEM,7446.0898,0,8929.3799,0,0,-1483.29,0,1218.75,0,0,0,1218.75,6227.3398,0,0,0,0,1487452.8,49,M,L
H0CA03078,BERA,AMERISH,NA,0,NA,0,0,NA,0,C,DEM,2942764.3,29535.439,2935828.5,0,0,6935.7598,176541.13,250000,0,0,0,275830.84,2026151,432288.19,924.13,7546,0,2025541.8,63,M,L
H0GA02217,KEOWN,MICHAEL (MIKE) HUEL,NA,0,NA,0,0,NA,0,C,REP,1213706.8,35113.141,1154740.3,0,0,15208.17,0,0,0,0,0,0,1003083.4,166900,8303.1797,9750,0,1485600,62,M,L
H0CT03106,LABRIOLA,JERRY JR.,NA,0,NA,0,0,NA,0,C,REP,204422.36,0,186118.23,0,0,6430,0,37000,0,7350,0,30650,152447,4750,10100,0,0,1309372.9,66,F,L
H0NC06134,TURNER,GREGORY SCOTT 'SAM',NA,0,NA,0,0,NA,0,C,DEM,3775,0,3722,0,0,0,0,2600,0,0,0,0,1175,0,0,1150,0,503433.94,78,M,L
H0AZ08015,KELLY,JESSE,NA,0,NA,0,0,NA,0,C,REP,1692503.6,24469.189,1653552.6,0,0,38951,11060,0,0,0,0,0,1468710.4,178787,6000,4020.1399,0,3504410,39,F,L
H0MA05074,BROWN,DALE EDWARD,NA,0,NA,0,0,NA,0,C,IND,5016,0,5015,25,0,0,1557,1500,0,0,1500,0,1959,0,0,0,0,2367150.8,63,F,L
H0MO04102,COWAN,GREGORY ALLEN,NA,0,NA,0,0,NA,0,C,CON,1369,0,2320,0,0,0,305,0,0,0,0,0,1063,0,0,0,0,4401568,78,M,L
H0CA15205,KIRKLAND,SCOTT SPENCER,NA,0,NA,0,0,NA,0,C,REP,66867,0,66867,0,0,0,11450,0,0,0,0,10780.28,50787,0,0,0,0,773920.63,68,M,L
H0CA30105,WILKERSON,CHARLES EDWARD,NA,0,NA,0,0,NA,0,C,REP,378043.16,0,376986.91,0,0,1056.24,0,323069.13,0,16134.63,0,306934.5,54974.012,0,0,0,0,1662137.9,70,M,L
H8RI02108,ZACCARIA,MARK,NA,0,NA,0,0,NA,0,C,REP,185537.03,0,186281.03,0,949.91998,0,0,80500,0,5726.4102,0,94070.133,98972.938,4575.7598,0,0,0,1097297.8,45,M,L
H0CO06085,MCNEALY,ROBERT LEE,NA,0,NA,0,0,NA,0,C,LIB,24052.391,0,24137.699,0,776.22998,0,5420.3901,0,0,0,0,0,18549,0,0,0,0,1058122.5,54,M,L
H0NY07068,REYNOLDS,KENNETH,NA,0,NA,0,0,NA,0,C,UNK,8029,0,8029,0,0,0,8029,0,0,0,0,0,0,0,0,0,0,2022921.9,47,M,L
H0IN07207,SCOTT,MARVIN B,NA,0,NA,0,0,NA,0,C,REP,228901.05,0,228105.56,0,0,795.47998,0,0,0,0,0,0,225801.05,3100,0,0,0,951789.69,35,M,L
H6CA26183,WARNER,RUSS,NA,0,NA,0,0,NA,0,C,DEM,315157.47,0,217192.09,0,2884.78,100850.16,29532.369,0,0,10000,0,0,280057.69,3600,0,0,0,1285265,57,M,L
H0TX19043,WILSON,ANDY,NA,0,NA,0,0,NA,0,C,DEM,42097.129,0,42097.129,0,0,0,628.54999,10000,0,9579.71,0,420.29001,26268.58,0,5200,0,0,1135652.4,60,M,L
H8MD04155,BROADUS,ROBERT,NA,0,NA,0,0,NA,0,C,REP,8861,0,5724,0,0,2403,0,0,0,0,0,0,8858,0,0,0,0,672650,51,F,L
H0FL01104,CANTRELL,JOSEPH HENRY JR,NA,0,NA,0,0,NA,0,C,IND,11179,0,11178,0,0,0,0,179,11179.52,0,0,0,0,0,0,0,0,606528.94,50,M,L
H0NM03045,MULLINS,THOMAS E,NA,0,NA,0,0,NA,0,C,REP,385258.88,0,346077.69,0,0,39181.199,2000,0,0,0,0,0,356961.38,1000,25297.5,0,0,1176087.4,37,M,L
H0WI04090,SEBRING,DANIEL PAUL,NA,0,NA,0,0,NA,0,C,REP,45606.641,0,45694.691,0,88,0,6238.23,0,0,0,0,0,32768.41,100,6100,0,0,603253.13,58,F,L
H0CA02138,REED,JAMES E,NA,0,NA,0,0,NA,0,C,DEM,155353.75,0,153434.67,0,0,1919.08,5499.7998,89350,0,17800,0,74510,56035.109,3918.8401,500,0,0,1010414.5,64,M,L
H8MS03091,GILL,JOEL L,NA,0,NA,0,0,NA,0,C,DEM,0,0,0,0,70.720001,70.720001,0,0,0,0,0,4000,0,0,0,0,0,715013.69,53,M,L
H0CT04146,DEBICELLA,DAN,NA,0,NA,0,0,NA,0,C,REP,1965914.6,0,1961841.5,0,0,4073.0901,0,0,0,0,0,0,1851314.6,111850,2750,1500,0,3685473,43,M,L
H0MI08091,ENDERLE,LANCE LYLE,NA,0,NA,0,0,NA,0,C,DEM,12539,0,12369,0,0,141,1200,1200,0,200,0,0,11339,0,0,0,0,1805722.3,46,M,L
H0IL02101,HAYES,ISAAC C,NA,0,NA,0,0,NA,0,C,REP,74663.938,0,62281.559,0,0,12357.38,521.94,820.97998,0,0,0,820.97998,73321.023,0,0,0,0,795723.31,44,M,L
H0NY09072,TURNER,ROBERT L,NA,0,NA,0,0,NA,0,C,REP,378863,0,378494.84,0,0,368.17001,101200,103500,0,0,0,103500,168294.2,450,950,150,0,1628372,45,M,L
H0MD08138,GRANNIS,MARK ANDREW,NA,0,NA,0,0,NA,0,C,LIB,20700,0,17370,0,0,3229,4064,0,0,0,0,0,16625,10,0,0,0,2095723.3,50,M,L
H0MO08251,SOWERS,TOMMY,NA,0,NA,0,0,NA,0,C,DEM,1588389.4,0,1572930.4,0,0,15459.04,0,0,0,0,0,0,1537356.4,46508.5,400,6312,0,2022172.9,59,F,L
H0CT05176,CALIGIURI,SAM,NA,0,NA,0,0,NA,0,C,REP,1320420.3,0,1309199.4,0,0,11220.91,196,51000,0,51000,0,33013.012,1130472.3,112341.46,17307.83,7075,0,3034971.3,36,M,L
H0FL14073,ST CLAIRE,WILLIAM MAVERICK,NA,0,NA,0,0,NA,0,C,UNK,8789.2197,0,8747.79,0,0,41.43,8789.2197,0,0,0,0,0,0,0,0,0,0,1029237.8,42,M,L
H0MN03116,OLESON,JONATHAN E,NA,0,NA,0,0,NA,0,C,IND,18865.66,0,18646.48,0,0,219.17999,0,16430.66,0,0,0,16455.609,2435,0,0,0,0,3218317.8,44,M,L
H0MN07067,WALDORF,EUGENE,NA,0,NA,0,0,NA,0,C,IND,62351.199,0,61017.5,0,0,1333.7,0,60063.199,0,0,0,60063.199,2288,0,0,0,0,1591171.9,65,M,L
H0NJ13152,DWYER,HENRIETTA,NA,0,NA,0,0,NA,0,C,REP,17526,0,4873,0,0,17,0,12635,0,4800,0,7835,650,0,650,0,0,657767.94,58,M,L
H8UT01083,BOWEN,MORGAN EMORY,NA,0,NA,0,0,NA,0,C,DEM,11550,0,11309,0,0,263,1976,0,0,0,2106,120,5675,1000,4900,0,0,278327.47,58,M,L
H0UT03144,HYER,KAREN,NA,0,NA,0,0,NA,0,C,DEM,23817.551,0,23817.551,0,0,0,3004.5,0,0,0,0,0,19863.051,200,750,0,0,650730.06,42,M,L
H0OR04081,ROBINSON,ARTHUR BROUHARD,NA,0,NA,0,0,NA,0,C,REP,1337594.3,0,1316028.5,0,0,21565.801,38276.578,22922,0,22922,0,0,1267165.8,9230,0,4800,250,1315472.8,62,M,L
H0NY03042,KUDLER,HOWARD,NA,0,NA,0,0,NA,0,C,DEM,83541.203,0,2618.9199,0,0,-95,0,77561.602,0,0,0,0,5979.6001,0,0,0,0,1713817,65,M,L
H0TX32012,RAGGIO,GRIER,NA,0,NA,0,0,NA,0,C,DEM,669551.69,0,657354.44,0,0,12197.07,60000,155000,0,0,0,155000,441433.25,7500,5359.8701,0,0,2160330,54,M,L
H0CA10180,CLIFT,GARY WILLIAM,NA,0,NA,0,0,NA,0,C,REP,53250,0,53249,0,0,0,5296,27538,0,16580,0,0,14040,500,999,0,0,1764504,58,F,L
H0LA04081,MELVILLE,DAVID ROLAND JR,NA,0,NA,0,0,NA,0,C,DEM,229078.7,0,228313.16,0,0,765.56,15.56,69365.219,0,0,0,69365.219,149017.05,5180,5000,0,0,1453872.3,58,M,L
H0MD07072,MIRABILE,FRANK CHARLES JR,NA,0,NA,0,0,NA,0,C,REP,12353,0,10369.96,0,0,1983.04,100,0,0,0,0,0,12003,0,0,0,0,797073.94,58,M,L
H0OH12120,BROOKS,PAULA L,NA,0,NA,0,0,NA,0,C,DEM,1448659.6,0,1442422.4,0,0,6237.2402,1200,0,0,0,0,0,1202708.1,241395,2024.13,2450,2000,3050174.5,47,M,L
H0MS01084,GIARAMITA,ELIZABETH GAIL,NA,0,NA,0,0,NA,0,C,CST,12730,0,12913,0,0,183,10000,0,0,0,0,0,2530,0,200,0,0,3601717,51,M,L
H0FL08216,METCALFE,GEORGE L,NA,0,NA,0,0,NA,0,C,IND,13500,0,12991,0,0,447,0,13500,0,0,0,0,0,0,0,0,0,8165629,51,M,L
H0PA19152,MONIGHAN,JOSHUA A,NA,0,NA,0,0,NA,0,C,UNK,3662.3,0,3650,0,0,11,1917,0,0,0,0,0,1743,0,0,0,0,248758.5,47,M,L
H0NY17133,KLEINHANDLER,YORK JAY,NA,0,NA,0,0,NA,0,C,REP,47667.34,0,47588,0,0,79.339996,0,5610.6099,0,0,0,5610.6099,42056.73,0,0,4000,0,1114731.8,62,M,L
H0WI05105,KOLOSSO,TODD P,NA,0,NA,0,0,NA,0,C,DEM,175545,0,175545,0,0,0,3103.1399,152358.28,0,0,0,152358.28,20083.58,0,0,0,0,419146.75,66,M,L
H0VA09048,HEATON,JEREMIAH DAVID,NA,0,NA,0,0,NA,0,C,IND,23306,0,23304,0,0,0,22236,0,0,0,0,0,1070,0,0,0,0,3714626.3,63,M,L
H0WA08046,DELBENE,SUZAN K,12/7/12,0,9/18/09,1,1,18-Dec-12,0,C,DEM,4024785.5,9281,3942493.5,0,0,82292.102,1934033.9,350000,0,0,0,250000,1440569.8,273611.13,2449.7,600,0,2793788,59,M,L
H8MN01220,DEMMER,RANDY LEE,NA,0,NA,0,0,NA,0,C,REP,939331.38,0,939066.63,0,99.25,364.01001,0,0,0,45150,0,90000,740144.56,157060,16000,200,6000,2198388.5,45,M,L
H0MO01132,HAMLIN,ROBYN LYNN,NA,0,NA,0,0,NA,0,C,REP,24076,0,24158,0,0,0,566,1690,0,145.8,0,0,21819,0,0,0,0,693369.69,53,M,L
H0IN05169,REID,RICHARD ANDREW,NA,0,NA,0,0,NA,0,C,LIB,15730,0,15395,0,0,333,0,0,0,0,0,0,14420,10,1300,0,0,1131679.4,71,M,L
H8TX12058,SMITH,TRACEY,NA,0,NA,0,0,NA,0,C,DEM,8397,0,7445,0,872,1389,3232,2144,0,2500,0,1625,3021,0,0,0,0,1341260,66,F,L
H0TX28044,UNDERWOOD,BRYAN KEITH,NA,0,NA,0,0,NA,0,C,REP,150962.34,251,150931.8,0,0,29.92,100,0,0,0,0,0,148111.34,2000,500,0,0,1257049.8,54,M,L
H0MN08123,OLSON,TIMOTHY L,NA,0,NA,0,0,NA,0,C,IDP,3537.6201,0,2778.3999,0,100,0,0,0,0,0,0,0,3478.75,0,0,0,0,2416973.5,75,M,L
H0WV01106,OLIVERIO,MICHAEL A. II,NA,0,NA,0,0,NA,0,C,DEM,1464376.1,0,1462147.1,0,0,2228.99,0,15000,5000,15000,5068,11620.28,1171315.9,265325,7479.5801,0,1000,1783038.9,66,M,L
H0HI02106,WILLOUGHBY,JOHN WILLIAM,NA,0,NA,0,0,NA,0,C,REP,30738,0,31068,0,0,0,0,13000,0,9819,0,3181,17738,0,0,0,0,992526.31,62,F,L
H0NC07108,PANTANO,ILARIO GREGORY,NA,0,NA,0,0,NA,0,C,REP,1235292.8,10862.5,1224846.1,350,0,10446.73,2360,0,608.85999,0,0,37838.031,1073052.9,134799.38,6753.1001,5573,0,1320792.5,53,M,L
